sample_name,uploader,upload_date,overall_job_status,runtime_seconds,total_reads,nonhost_reads,nonhost_reads_percent,total_ercc_reads,subsampled_fraction,quality_control,compression_ratio,sample_type,nucleotide_type,collection_location,host_genome,notes
CMS002_047e_Rb_S197_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,25776.0,77821980,185822,0.239,8952,1.0,39.716,2.14,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 10 mosquitoes; tube contained beads and broken up parts"
CMS002_047f_Rb_S198_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,23660.0,55260394,137186,0.248,26166,1.0,29.126,1.85,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 10 mosquitoes; tube contained beads and broken up parts"
CMS002_047g_Rb_S200_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,22377.0,32029932,134566,0.42,9966,1.0,34.351,1.92,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 10 mosquitoes; tube contained beads and broken up parts"
CMS002_047h_Rb_S1_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,22452.0,54254598,103446,0.191,17440,1.0,38.002,2.08,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 10 mosquitoes; tube contained beads and broken up parts"
CMS002_047i_Rb_S2_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,23224.0,54727762,107640,0.197,8140,1.0,26.013,1.99,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 10 mosquitoes; tube contained beads and broken up parts"
CMS002_047j_Rb_S3_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,22869.0,66671224,149082,0.224,31550,1.0,40.379,1.94,whole,RNA,"33.93778, -117.633056",Mosquito,"- id_method : TEA
- genus_species: CX. Erythrothorax
- Number of mosquitos: 10
- Blood fed: N
Mosquito selected from a pool of 10 mosquitoes; tube contained beads and broken up parts"
CMS002_049a_Rb_S4_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,19541.0,55951408,83096,0.149,27144,1.0,22.586,1.61,whole,RNA,"38.739939, -121.305636",Mosquito,"- id_method : FREEZE
- genus_species: Cx.Pipiens
- Number of mosquitos: 3
- Blood fed: N
Mosquito selected from a pool of 3 mosquitoes"
CMS002_050a_Rb_S5_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,17534.0,40223370,4052,0.01,1608,1.0,11.521,2.98,whole,RNA,"38.824306, -121.257067",Mosquito,"- id_method : FREEZE
- genus_species: Cx.Pipiens
- Number of mosquitos: 1
- Blood fed: N"
CMS002_051a_Rb_S6_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,22351.0,81237864,139988,0.172,5968,1.0,25.487,2.52,whole,RNA,"38.897572, -121.311747",Mosquito,"- id_method : FREEZE
- genus_species: Cx.Pipiens
- Number of mosquitos: 5
- Blood fed: N
Mosquito selected from a pool of 5 mosquitoes"
CMS002_053a_Rb_S7_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,5718.0,150000000,1233696,0.822,48218,1.0,45.143,1.8,whole,RNA,"38.836781, -121.39119",Mosquito,"- id_method : FREEZE
- genus_species: Cx.Pipiens
- Number of mosquitos: 1
- Blood fed: N"
CMS002_054a_Rb_S8_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,19025.0,75446550,85110,0.113,7692,1.0,49.713,1.57,whole,RNA,"38.772222, -121.4695",Mosquito,"- id_method : FREEZE
- genus_species: Cx.Pipiens
- Number of mosquitos: 1
- Blood fed: N"
CMS002_056a_Rb_S9_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,28069.0,38502368,417130,1.083,69908,1.0,63.449,1.61,whole,RNA,"38.787211, -121.372895",Mosquito,"- id_method : FREEZE
- genus_species: Cx. Tarsalis 
- Number of mosquitos: 1
- Blood fed: N
head + 1 leg only"
CMS002_057a_Rb_S10_L004,Kalani Ratnasiri,2018-07-16 16:20:54 -0700,COMPLETE,20314.0,52687788,53942,0.102,18342,1.0,20.815,2.49,whole,RNA,"38.787211, -121.372895",Mosquito,"- id_method : FREEZE
- genus_species: Cx.Pipiens
- Number of mosquitos: 1
- Blood fed: N"
CMS002_0Water1_Rb_S127_L004,Kalani Ratnasiri,2018-07-16 16:20:55 -0700,COMPLETE,16225.0,247124,1400,0.567,175282,1.0,9.645,1.33,water,RNA,"",Mosquito,id_method: HLC then added to rna shield
CMS002_0Water2_Rb_S139_L004,Kalani Ratnasiri,2018-07-16 16:20:55 -0700,COMPLETE,16168.0,190334,1274,0.669,141826,1.0,10.077,1.25,water,RNA,"",Mosquito,id_method: Light trap then added to rna shield
CMS002_0Water3_Rb_S151_L004,Kalani Ratnasiri,2018-07-16 16:20:55 -0700,COMPLETE,16418.0,175490,1400,0.798,137646,1.0,11.99,1.22,water,RNA,"",Mosquito,id_method: Light trap then added to rna shield
CMS002_0Water4_Rb_S163_L004,Kalani Ratnasiri,2018-07-16 16:20:55 -0700,COMPLETE,16246.0,168186,1734,1.031,124906,1.0,14.394,1.27,water,RNA,"",Mosquito,"id_method: Light trap- dessicated, stored at RT then added to rna shield"
CMS002_0Water5_Rb_S175_L004,Kalani Ratnasiri,2018-07-16 16:20:55 -0700,COMPLETE,16224.0,273804,1842,0.673,192392,1.0,10.186,1.35,water,RNA,"",Mosquito,"id_method: Light trap- dessicated, stored at -20 then added to rna shield"
CMS002_0Water6_Rb_S187_L004,Kalani Ratnasiri,2018-07-16 16:20:55 -0700,COMPLETE,17626.0,51178,552,1.079,37232,1.0,14.342,1.2,water,RNA,"",Mosquito,""
CMS002_0Water7_Rb_S199_L004,Kalani Ratnasiri,2018-07-16 16:20:55 -0700,COMPLETE,16207.0,184738,1340,0.725,137964,1.0,9.939,1.24,water,RNA,"",Mosquito,""
CMS002_0Water8_Rb_S11_L004,Kalani Ratnasiri,2018-07-16 16:20:55 -0700,COMPLETE,16180.0,4534,64,1.412,2992,1.0,12.791,1.08,water,RNA,"",Mosquito,""
Exp_12F_A01_S1,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,3184.0,11529450,131410,1.14,36006,1.0,87.386,2.12,"","","",Mosquito,""
Exp_12F_A02_S2,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,2238.0,28224,298,1.056,21546,1.0,34.333,1.05,"","","",Mosquito,""
Exp_12F_A03_S3,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,3948.0,14839988,97722,0.659,24490,1.0,78.393,1.14,"","","",Mosquito,""
Exp_12F_A04_S4,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,2007.0,34296,622,1.814,25648,1.0,54.964,1.11,"","","",Mosquito,""
Exp_12F_A05_S5,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,4067.0,17043142,228234,1.339,5464,1.0,82.617,1.06,"","","",Mosquito,""
Exp_12F_A06_S6,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,2307.0,41116,726,1.766,30022,1.0,55.347,1.23,"","","",Mosquito,""
Exp_12F_A07_S7,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,3646.0,17550992,126788,0.722,122042,1.0,81.041,1.31,"","","",Mosquito,""
Exp_12F_A08_S8,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,9976.0,1612394,109856,6.813,81044,1.0,91.312,10.22,"","","",Mosquito,""
Exp_12F_B01_S9,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,2161.0,79734,1428,1.791,56340,1.0,78.015,1.12,"","","",Mosquito,""
Exp_12F_B02_S10,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,3416.0,13451706,157050,1.168,18988,1.0,85.493,1.07,"","","",Mosquito,""
Exp_12F_B03_S11,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,1687.0,24490,314,1.282,20934,1.0,70.755,1.08,"","","",Mosquito,""
Exp_12F_B04_S12,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,3905.0,16048688,275508,1.717,9728,1.0,91.011,2.2,"","","",Mosquito,""
Exp_12F_B05_S13,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,1959.0,114796,2394,2.085,90374,1.0,81.156,1.22,"","","",Mosquito,""
Exp_12F_B06_S14,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,2647.0,14621648,125092,0.856,12798,1.0,83.303,1.16,"","","",Mosquito,""
Exp_12F_B07_S15,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,2230.0,2934,52,1.772,2352,1.0,70.221,1.02,"","","",Mosquito,""
Exp_12F_B08_S16,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,4009.0,18449418,139122,0.754,24472,1.0,82.556,1.11,"","","",Mosquito,""
Exp_12F_C01_S17,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,4151.0,16822842,155932,0.927,26818,1.0,77.171,1.3,"","","",Mosquito,""
Exp_12F_C02_S18,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,6916.0,95990,10440,10.876,42428,1.0,88.624,3.07,"","","",Mosquito,""
Exp_12F_C03_S19,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,3772.0,12077170,119492,0.989,26094,1.0,80.814,1.23,"","","",Mosquito,""
Exp_12F_C04_S20,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,2120.0,26934,480,1.782,23470,1.0,61.283,1.05,"","","",Mosquito,""
Exp_12F_C05_S21,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,4215.0,17969654,217914,1.213,0,1.0,71.103,1.11,"","","",Mosquito,""
Exp_12F_C06_S22,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,2255.0,408,102,25.0,0,1.0,34.872,1.01,"","","",Mosquito,""
Exp_12F_C07_S23,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,4420.0,14037770,327420,2.332,24854,1.0,71.865,1.57,"","","",Mosquito,""
Exp_12F_C08_S24,Kalani Ratnasiri,2018-10-23 15:25:15 -0700,COMPLETE,1920.0,3062,20,0.653,2832,1.0,26.852,1.26,"","","",Mosquito,""
Exp12b_5-13_S1_L001,Kalani Ratnasiri,2018-08-21 14:26:31 -0700,COMPLETE,3691.0,2408750,34674,1.44,1564552,1.0,43.197,2.04,"","","",Mosquito,Water
Exp12b_5-4_S2_L001,Kalani Ratnasiri,2018-08-21 14:26:31 -0700,COMPLETE,3198.0,708606,12344,1.742,346072,1.0,34.994,1.49,"","","",Mosquito,Water
Exp12b_5-6_S3_L001,Kalani Ratnasiri,2018-08-21 14:26:31 -0700,COMPLETE,3014.0,11151958,75606,0.678,6714,1.0,75.681,1.48,"","","",Mosquito,""
Exp12b_5-7_S4_L001,Kalani Ratnasiri,2018-08-21 14:26:31 -0700,COMPLETE,2695.0,766070,10922,1.426,494372,1.0,26.996,1.75,"","","",Mosquito,Water
FREZtarsABDO05_DNA_S9,,2017-10-02 16:10:11 -0700,COMPLETE,25363.0,57683728,18907812,32.778,0,0.105776,70.134,1.04,"","","",Mosquito,""
FREZtarsABDO05_RNA_S2,,2017-10-02 16:10:33 -0700,COMPLETE,6073.0,52928538,398342,0.753,0,1.0,48.26,1.4,"","","",Mosquito,""
FREZtarsABDO20_RNA_S3,,2017-10-02 16:12:10 -0700,COMPLETE,8097.0,58384418,398696,0.683,0,1.0,48.096,1.34,"","","",Mosquito,""
FREZtarsHEAD05_DNA_S8,,2017-10-02 16:12:18 -0700,COMPLETE,65708.0,101079952,29507684,29.192,0,0.067779,68.485,1.05,Insect head,"","",Mosquito,""
FREZtarsHEAD05_RNA_S1,,2017-10-02 16:12:27 -0700,COMPLETE,8493.0,60760662,489282,0.805,0,1.0,43.956,1.34,Insect head,"","",Mosquito,""
FREZtarsHEAD20_DNA_S10,,2017-10-02 16:12:37 -0700,COMPLETE,70326.0,59150136,18876628,31.913,0,0.105951,70.316,1.03,Insect head,"","",Mosquito,""
FREZtarsHEAD20_RNA_S6,,2017-10-02 16:12:44 -0700,COMPLETE,11689.0,81876908,1211386,1.48,0,1.0,46.875,1.58,Insect head,"","",Mosquito,Mosquito Head
MOS001_001_W_R_S11_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,3883.0,20683000,32380,0.157,190908,1.0,37.7,4.45,whole,RNA,"",Mosquito,""
MOS001_002_W_R_S12_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,7876.0,110770656,354050,0.32,107840,1.0,77.527,2.0,whole,RNA,"",Mosquito,""
MOS001_003_W_R_S13_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,7550.0,86921784,348064,0.4,160862,1.0,81.112,2.24,whole,RNA,"",Mosquito,""
MOS001_004_W_R_S14_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4678.0,94560312,86038,0.091,112336,1.0,79.839,2.22,whole,RNA,"",Mosquito,""
MOS001_005_W_R_S15_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,6912.0,68487202,398416,0.582,344422,1.0,85.429,1.91,whole,RNA,"",Mosquito,""
MOS001_006_H_R_S16_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4193.0,70522768,52080,0.074,303476,1.0,38.051,3.45,head,RNA,"",Mosquito,""
MOS001_006_H_R_S2,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,2527.0,6608450,16800,0.254,27010,1.0,62.872,1.52,head,RNA,"",Mosquito,""
MOS001_007_H_R_S17_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,2882.0,78816038,932,0.001,138468,1.0,46.686,4.63,head,RNA,"",Mosquito,""
MOS001_008_H_R_S18_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,3524.0,107991816,158450,0.147,48206,1.0,69.924,1.8,head,RNA,"",Mosquito,""
MOS001_009_H_R_S19_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4314.0,81457278,306978,0.377,41332,1.0,81.394,2.1,head,RNA,"",Mosquito,""
MOS001_01_W_R_S1,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,2456.0,2148868,10562,0.492,19080,1.0,44.098,1.59,whole,RNA,"",Mosquito,""
MOS001_010_H_R_S20_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,7321.0,99708036,597702,0.599,93574,1.0,71.112,2.84,head,RNA,"",Mosquito,""
MOS001_011_A_R_S21_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,3990.0,90215302,12860,0.014,183732,1.0,32.219,3.36,abdomen,RNA,"",Mosquito,""
MOS001_012_A_R_S22_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4187.0,94894894,8192,0.009,112218,1.0,60.867,3.08,abdomen,RNA,"",Mosquito,""
MOS001_013_A_R_S23_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,5080.0,117653824,115992,0.099,346832,1.0,46.31,1.76,abdomen,RNA,"",Mosquito,""
MOS001_014_A_R_S24_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,5543.0,35893992,203408,0.567,547300,1.0,69.992,3.25,abdomen,RNA,"",Mosquito,""
MOS001_014_A_R_S3,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,3220.0,3439462,59734,1.737,52422,1.0,82.688,1.2,abdomen,RNA,"",Mosquito,""
MOS001_015_A_R_S25_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,5659.0,85465600,104314,0.122,168462,1.0,58.151,2.15,abdomen,RNA,"",Mosquito,""
MOS001_016_W_R_S26_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,6166.0,107059752,248334,0.232,185418,1.0,57.386,1.86,whole,RNA,"",Mosquito,""
MOS001_017_W_R_S27_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4650.0,96023468,66148,0.069,155932,1.0,68.382,2.62,whole,RNA,"",Mosquito,""
MOS001_018_W_R_S28_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4163.0,83077050,191872,0.231,38320,1.0,75.148,1.96,whole,RNA,"",Mosquito,""
MOS001_019_W_R_S29_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,3393.0,21915248,47180,0.215,130370,1.0,31.352,2.48,whole,RNA,"",Mosquito,""
MOS001_019_W_R_S4,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,1955.0,1732484,8876,0.512,9762,1.0,46.891,1.11,whole,RNA,"",Mosquito,""
MOS001_020_W_R_S30_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4297.0,103826670,28050,0.027,213606,1.0,50.803,2.48,whole,RNA,"",Mosquito,""
MOS001_021_H_R_S31_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,3148.0,80818594,4796,0.006,58124,1.0,35.582,1.94,head,RNA,"",Mosquito,""
MOS001_022_A_R_S32_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,3094.0,83177208,9248,0.011,113688,1.0,38.589,2.34,abdomen,RNA,"",Mosquito,""
MOS001_023_H_R_S33_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4299.0,102063238,23094,0.023,361188,1.0,67.814,3.34,head,RNA,"",Mosquito,""
MOS001_024_H_R_S34_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,3643.0,26203856,46666,0.178,182604,1.0,31.48,2.51,head,RNA,"",Mosquito,""
MOS001_024_H_R_S5,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,2851.0,2367392,10290,0.435,15176,1.0,46.094,1.21,head,RNA,"",Mosquito,""
MOS001_025_H_R_S35_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4524.0,96760462,42614,0.044,127970,1.0,74.404,3.1,head,RNA,"",Mosquito,""
MOS001_026_H_R_S36_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,3414.0,69676486,4236,0.006,58284,1.0,53.991,2.94,abdomen,RNA,"",Mosquito,""
MOS001_027_H_R_S37_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4716.0,130389860,10558,0.008,181312,1.0,56.137,2.92,head,RNA,"",Mosquito,""
MOS001_028_A_R_S38_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,4718.0,88060618,39350,0.045,82440,1.0,53.926,2.48,abdomen,RNA,"",Mosquito,""
MOS001_029_A_R_S39_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,8411.0,26807852,1233404,4.601,152782,1.0,82.717,2.1,abdomen,RNA,"",Mosquito,""
MOS001_029_A_R_S6,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,3579.0,2263348,209986,9.278,12850,1.0,88.998,1.06,abdomen,RNA,"",Mosquito,""
MOS001_030_A_R_S215_L004,Amy Kistler,2018-11-09 16:53:11 -0800,COMPLETE,1979.0,45103984,163560,0.363,206902,1.0,44.738,1.68,abdomen,RNA,"",Mosquito,""
MOS001_031_W_R_S40_L001,Calla Martyn,2018-08-15 09:18:45 -0700,COMPLETE,6188.0,34044718,251580,0.739,360202,1.0,50.911,3.94,whole,RNA,"",Mosquito,""
MOS001_031_W_R_S7,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,2824.0,2467528,72848,2.952,28296,1.0,73.737,1.17,whole,RNA,"",Mosquito,""
MOS001_032_W_R_S41_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,10388.0,103179322,589998,0.572,340566,1.0,84.44,2.37,whole,RNA,"",Mosquito,""
MOS001_033_W_R_S42_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,8025.0,94003158,422048,0.449,222506,1.0,89.311,2.34,whole,RNA,"",Mosquito,""
MOS001_034_W_R_S43_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,10451.0,126340524,629316,0.498,237454,1.0,81.869,2.1,whole,RNA,"",Mosquito,""
MOS001_035_W_R_S44_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,7628.0,84732476,395392,0.467,345492,1.0,79.595,2.12,whole,RNA,"",Mosquito,""
MOS001_036_H_R_S45_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,6168.0,44797252,227692,0.508,1900250,1.0,61.42,6.05,head,RNA,"",Mosquito,""
MOS001_036_H_R_S8,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,3660.0,3555440,79370,2.232,143014,1.0,68.523,1.59,head,RNA,"",Mosquito,""
MOS001_037_H_R_S46_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,7438.0,117382312,158226,0.135,933128,1.0,77.391,2.27,head,RNA,"",Mosquito,""
MOS001_038_H_R_S47_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,8597.0,150000000,209606,0.14,1536892,1.0,74.91,2.48,head,RNA,"",Mosquito,""
MOS001_039_H_R_S48_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,4119.0,68384428,64252,0.094,127722,1.0,64.464,1.7,head,RNA,"",Mosquito,""
MOS001_041_A_R_S49_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,4655.0,19418692,125800,0.648,1821734,1.0,62.893,4.91,head,RNA,"",Mosquito,""
MOS001_041_A_R_S9,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,3413.0,1800354,41824,2.323,157846,1.0,66.269,1.48,abdomen,RNA,"",Mosquito,""
MOS001_042_A_R_S50_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,2332.0,11596,22,0.19,34,1.0,49.24,1.28,abdomen,RNA,"",Mosquito,""
MOS001_043_A_R_S51_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,6580.0,94664382,184772,0.195,287748,1.0,75.293,2.64,abdomen,RNA,"",Mosquito,""
MOS001_044_A_R_S52_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,5036.0,79049586,181438,0.23,469166,1.0,72.823,3.43,abdomen,RNA,"",Mosquito,""
MOS001_045_A_R_S53_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,4879.0,74403568,94332,0.127,282318,1.0,56.102,2.34,abdomen,RNA,"",Mosquito,""
MOS001_046_W_R_S10,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,3055.0,1445982,30948,2.14,14712,1.0,70.717,1.07,abdomen,RNA,"",Mosquito,""
MOS001_046_W_R_S54_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,4712.0,24204084,164000,0.678,212768,1.0,53.82,3.44,whole,RNA,"",Mosquito,""
MOS001_047_W_R_S55_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,6572.0,107708168,238148,0.221,108334,1.0,65.971,2.4,whole,RNA,"",Mosquito,""
MOS001_048_W_R_S56_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,8322.0,101231556,461762,0.456,1143652,1.0,86.271,2.87,whole,RNA,"",Mosquito,""
MOS001_049_W_R_S57_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,6900.0,100041402,90618,0.091,186924,1.0,70.506,2.59,whole,RNA,"",Mosquito,""
MOS001_050_W_R_S58_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,8720.0,89691062,212314,0.237,345756,1.0,74.58,2.75,whole,RNA,"",Mosquito,""
MOS001_051_H_R1_S205_L004,Amy Kistler,2018-10-05 18:16:55 -0700,COMPLETE,4236.0,30507224,107892,0.354,163606,1.0,71.252,1.79,whole,RNA,"",Mosquito,""
MOS001_052_H_R_S59_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,6544.0,87235490,127312,0.146,605162,1.0,66.179,2.78,head,RNA,"",Mosquito,""
MOS001_053_H_R_S60_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,6586.0,85265416,128464,0.151,286580,1.0,68.317,1.88,head,RNA,"",Mosquito,""
MOS001_054_H_R_S61_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,6149.0,109086284,109370,0.1,431956,1.0,80.234,2.31,head,RNA,"",Mosquito,""
MOS001_055_H_R_S62_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,7293.0,92982600,177148,0.191,268486,1.0,76.17,2.18,head,RNA,"",Mosquito,""
MOS001_056_A_R_S11,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,2401.0,1555766,33346,2.143,8918,1.0,70.576,1.08,head,RNA,"",Mosquito,""
MOS001_056_A_R_S63_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,4779.0,16338544,180274,1.103,102268,1.0,49.702,2.08,abdomen,RNA,"",Mosquito,""
MOS001_057_A_R_S64_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,7239.0,107299518,168486,0.157,269390,1.0,67.402,2.19,abdomen,RNA,"",Mosquito,""
MOS001_058_A_R_S65_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,9485.0,110879496,690152,0.622,479038,1.0,88.854,3.35,abdomen,RNA,"",Mosquito,""
MOS001_059_A_R_S66_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,5016.0,72380706,46844,0.065,456450,1.0,68.6,1.93,abdomen,RNA,"",Mosquito,""
MOS001_060_A_R_S67_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,6924.0,106833474,203504,0.19,2721596,1.0,64.033,3.61,abdomen,RNA,"",Mosquito,""
MOS001_Water_1_S12,Calla Martyn,2018-07-18 17:17:40 -0700,COMPLETE,3948.0,556432,102416,18.406,264386,1.0,85.078,1.81,abdomen,"","",Mosquito,""
MOS001_Water_1_S68_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,5371.0,3834310,191564,4.996,1877070,1.0,88.331,6.56,"","","",Mosquito,""
MOS001_Water_2_S69_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,3518.0,679816,3586,0.527,169474,1.0,11.415,1.66,"","","",Mosquito,""
MOS001_Water_3_S70_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,3405.0,2028350,29278,1.443,1578020,1.0,50.568,1.99,"","","",Mosquito,""
MOS001_Water_4_S71_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,3746.0,1651896,32570,1.972,1229242,1.0,51.562,1.9,"","","",Mosquito,""
MOS001_Water_5_S72_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,3403.0,1454374,30564,2.102,1058594,1.0,46.487,1.92,"","","",Mosquito,""
MOS001_Water_6_S73_L001,Calla Martyn,2018-08-15 09:18:46 -0700,COMPLETE,4067.0,1542618,24576,1.593,1048078,1.0,44.672,2.06,"","","",Mosquito,""
